Isolat_ name	STATE	PEN	CAL_YR	Serotype (Quellung)	23B1(pneumoCaT)	ST	aroE	gdh	gki	recP	spi	xpt	ddl	BAPS_cluster	n contigs	n_100	n_N50	min	median	mean	N50	max	sum	Isolat_ name	ENA_accession
64427y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	114	109	12	102	1276	18438	58165	116502	2009780	64427y13	ERS1140487
64435y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	120	119	11	103	555	16911	73227	115473	2012483	64435y13	ERS1140488
64477y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	130	126	11	114	1232	15930	67580	115410	2007283	64477y13	ERS1140491
64488y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	115	109	11	101	1113	18753	79463	154148	2044124	64488y13	ERS1140492
64633y12	MD	2	2012	35b		558	18	12	4	44	14	77	97	3	109	106	11	104	2400	19192	67480	170502	2034420	64633y12	ERS1140495
64661y13	MD	2	2013	35b		558	18	12	4	44	14	77	97	3	123	112	12	108	1279	17944	48602	170556	2009773	64661y13	ERS1140499
64737y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	199	194	13	107	323	10464	54108	140971	2030131	64737y13	ERS1140507
64748y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	148	141	13	101	411	14237	48804	116494	2007533	64748y13	ERS1140509
64834Y13	TN	2	2013	35b		558	18	12	4	44	14	77	97	3	305	299	12	100	297	6857	48986	153937	2050539	64834Y13	ERS1140512
64846Y13	TN	2	2013	35b		558	18	12	4	44	14	77	97	3	173	169	14	117	388	11958	48497	98692	2021004	64846Y13	ERS1140514
64859Y13	TN	2	2013	35b		558	18	12	4	44	14	77	97	3	110	99	11	101	2537	20371	61196	188584	2016815	64859Y13	ERS1140517
64897Y13	TN	4	2013	35b		558	18	12	4	44	14	77	97	3	234	225	12	101	305	9250	54660	140514	2081459	64897Y13	ERS1140521
64900Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	122	116	12	109	504	17645	73226	115460	2046882	64900Y13	ERS1140522
64902Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	121	112	12	110	2442	18167	54214	116494	2034790	64902Y13	ERS1140524
65073Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	158	141	11	101	422	14415	53153	140412	2032550	65073Y13	ERS1140527
65132Y13	MN	2	2012	35b		558	18	12	4	44	14	77	97	3	128	120	12	101	610	16708	56528	115211	2004977	65132Y13	ERS1140529
65139Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	156	145	14	101	418	14106	47977	115422	2045505	65139Y13	ERS1140530
65158Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	120	114	12	101	1309	17540	55238	116316	1999645	65158Y13	ERS1140533
65183Y13	MN	4	2013	35b		558	18	12	4	44	14	77	97	3	130	119	11	101	1309	16850	54215	170515	2005229	65183Y13	ERS1140536
65379Y13	TN	2	2013	35b		558	18	12	4	44	14	77	97	3	261	256	12	104	284	7970	48630	116494	2040465	65379Y13	ERS1140538
65452Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	125	122	12	103	848	16462	67803	131801	2008445	65452Y13	ERS1140543
65641Y13	MD	2	2013	35b		558	18	12	4	44	14	77	97	3	474	470	14	104	359	4567	48602	116506	2146847	65641Y13	ERS1140547
65680Y13	MD	2	2013	35b		558	18	12	4	44	14	77	97	3	246	238	14	100	324	8690	48803	116449	2068233	65680Y13	ERS1140555
65742y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	182	175	11	109	291	11550	80454	116512	2021371	65742y13	ERS1140561
65781y13	TN	2	2013	35b		558	18	12	4	44	14	77	97	3	279	257	13	101	217	7894	49323	115451	2028898	65781y13	ERS1140563
65807y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	175	163	11	102	269	12352	53273	154048	2013412	65807y13	ERS1140567
65949Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	128	124	12	103	1330	16142	48801	123334	2001608	65949Y13	ERS1140568
65974Y13	MN	4	2013	35b		558	18	12	4	44	14	77	97	3	150	144	11	103	343	13951	72671	123546	2009044	65974Y13	ERS1140572
65989Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	131	121	11	101	1205	16850	67776	148775	2038947	65989Y13	ERS1140573
66005Y13	MN	4	2013	35b		558	18	12	4	44	14	77	97	3	107	101	11	109	3670	20183	64108	189467	2038521	66005Y13	ERS1140576
66013Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	109	104	11	114	2336	19224	73170	123483	1999358	66013Y13	ERS1140578
66065Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	121	114	11	109	1330	17723	78946	170560	2020453	66065Y13	ERS1140589
66068Y13	MN	4	2013	35b		558	18	12	4	44	14	77	97	3	125	117	11	101	1232	17214	75423	157463	2014069	66068Y13	ERS1140591
66078y13	TN	2	2013	35b		558	18	12	4	44	14	77	97	3	129	128	11	115	382	15711	79288	132206	2011113	66078y13	ERS1140592
66228y13	MD	2	2013	35b		558	18	12	4	44	14	77	97	3	276	261	15	102	243	7750	47281	93934	2022820	66228y13	ERS1140597
66229y13	MD	2	2013	35b		558	18	12	4	44	14	77	97	3	124	120	12	100	1330	16726	61180	132742	2007217	66229y13	ERS1140598
66243y13	MD	1	2013	35b		558	18	12	4	44	14	77	97	3	144	139	13	101	663	14292	55828	91380	1986617	66243y13	ERS1140600
66503Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	106	104	12	100	3418	19619	66333	116502	2040387	66503Y13	ERS1140608
66677Y13	MN	4	2013	35b		558	18	12	4	44	14	77	97	3	118	113	11	103	2138	17699	49010	191940	2000009	66677Y13	ERS1140609
66680Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	122	116	12	101	1626	17266	67776	114859	2002878	66680Y13	ERS1140611
66696Y13	MN	2	2013	35b		11866	18	12	4	15	14	77	97	3	150	144	13	105	711	13972	61308	115297	2012057	66696Y13	ERS1140613
66706Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	131	127	14	112	1389	15788	48792	93861	2005079	66706Y13	ERS1140616
66866Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	121	109	11	103	1242	18438	67979	154013	2009763	66866Y13	ERS1140618
67182Y13	TN	2	2013	35b		558	18	12	4	44	14	77	97	3	125	118	12	101	2336	17276	58299	153926	2038647	67182Y13	ERS1140633
67265Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	162	160	13	100	418	12551	48286	116494	2008223	67265Y13	ERS1140634
67272Y13	GA	2	2013	35b		558	18	12	4	44	14	77	97	3	151	146	16	100	2691	13715	39837	90848	2002485	67272Y13	ERS1140636
69456Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	144	138	14	104	2336	14556	40342	115150	2008778	69456Y13	ERS1140637
69462Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	118	114	12	100	721	17480	70489	116675	1992738	69462Y13	ERS1140640
69477Y13	MN	2	2013	35b		558	18	12	4	44	14	77	97	3	138	137	13	100	1373	14812	49852	116496	2029296	69477Y13	ERS1140643
1978	TN	0.25	2009	23b	23b1	10724	7	13	4	10	3	6	8	4	272	250	15	109	459	8752	35359	173323	2188144	1978	ERS1139792
20635Y09	CT	0.5	2009	23a		338	7	13	8	6	1	6	8	4	136	128	11	103	1231	16209	60557	204279	2074784	20635Y09	ERS1139800
21247Y09	NY	0.5	2009	23a		338	7	13	8	6	1	6	8	4	166	156	12	101	444	13577	59414	163051	2118085	21247Y09	ERS1139835
21411y09	TN	0.5	2009	23a		338	7	13	8	6	1	6	8	4	123	114	10	100	1580	18184	63224	163238	2072993	21411y09	ERS1139846
21695Y09	CT	0.5	2009	23a		338	7	13	8	6	1	6	8	4	151	146	9	101	1566	14194	58678	215099	2072427	21695Y09	ERS1139861
21818Y09	CO	0.25	2009	23a		338	7	13	8	6	1	6	8	4	204	198	14	102	791	10890	50952	215181	2156324	21818Y09	ERS1139873
21904Y09	CT	0.25	2009	23a		338	7	13	8	6	1	6	8	4	130	126	10	107	1056	16251	61332	214814	2047733	21904Y09	ERS1139883
22225y09	NY	0.5	2009	23a		338	7	13	8	6	1	6	8	4	159	151	10	101	319	13768	62743	214563	2079055	22225y09	ERS1139905
22375y09	TN	0.5	2009	23a		338	7	13	8	6	1	6	8	4	147	144	11	109	463	14396	58455	214480	2073152	22375y09	ERS1139912
22682y09	NM	0.5	2009	23a		338	7	13	8	6	1	6	8	4	308	274	14	104	286	7876	52268	158886	2158092	22682y09	ERS1139927
22684y09	NM	0.25	2009	23a		338	7	13	8	6	1	6	8	4	204	189	14	105	494	11243	50839	127331	2124986	22684y09	ERS1139928
23094y09	MD	0.5	2009	23a		338	7	13	8	6	1	6	8	4	168	162	15	108	1225	12752	48945	123129	2065940	23094y09	ERS1139948
23544y09	CT	0.5	2009	23a		4967	7	13	8	6	1	4	8	4	143	140	11	107	553	14813	59706	162821	2073913	23544y09	ERS1139958
23575y09	CT	0.5	2009	23a		338	7	13	8	6	1	6	8	4	131	129	9	100	662	16113	63566	215411	2078637	23575y09	ERS1139961
28189Y12	NY	0.5	2012	23a		338	7	13	8	6	1	6	8	4	216	194	14	102	461	10619	56532	155621	2060227	28189Y12	ERS1139994
28238Y12	CA	0.25	2012	23a		338	7	13	8	6	1	6	8	4	214	182	13	100	1106	11475	51195	216607	2088600	28238Y12	ERS1139996
28448Y12	NY	0.25	2012	23b	23b1	1349	18	13	8	6	3	6	8	4	155	145	10	101	487	14635	62463	330285	2122145	28448Y12	ERS1140005
28731Y12	NM	0.25	2012	23b	23b1	1349	18	13	8	6	3	6	8	4	199	171	12	100	402	12145	57162	270430	2076880	28731Y12	ERS1140037
28958Y12	NY	0.25	2012	23a		338	7	13	8	6	1	6	8	4	356	318	18	101	184	6564	35013	97663	2087520	28958Y12	ERS1140057
28999Y12	CT	0.5	2012	23a		338	7	13	8	6	1	6	8	4	138	132	11	101	1137	15714	60557	162820	2074347	28999Y12	ERS1140061
29490Y12	CT	1	2012	23a		338	7	13	8	6	1	6	8	4	149	139	12	101	570	15366	61217	215089	2135983	29490Y12	ERS1140111
29502Y12	CT	0.25	2012	23a		338	7	13	8	6	1	6	8	4	133	128	10	102	623	16197	61217	215098	2073264	29502Y12	ERS1140114
29873Y12	CT	0.25	2012	23a		338	7	13	8	6	1	6	8	4	210	189	13	101	330	10917	58797	162528	2063464	29873Y12	ERS1140137
30127y13	NM	0.5	2013	23a		338	7	13	8	6	1	6	8	4	162	156	13	101	987	13272	55835	162801	2070547	30127y13	ERS1140165
30559Y13	NM	0.25	2013	23a		338	7	13	8	6	1	6	8	4	293	271	14	103	240	7794	51901	158235	2112230	30559Y13	ERS1140210
47162y09	GA	0.5	2009	23a		338	7	13	8	6	1	6	8	4	121	118	11	100	1447	17544	59706	215504	2070306	47162y09	ERS1140239
47245y09	GA	0.12	2009	23a		338	7	13	8	6	1	6	8	4	135	133	13	103	1053	15385	52209	162528	2046281	47245y09	ERS1140240
49741y09	GA	0.12	2009	23a		338	7	13	8	6	1	6	8	4	144	135	12	109	1119	15528	58618	162867	2096292	49741y09	ERS1140273
49776y09	GA	0.12	2009	23a		338	7	13	8	6	1	6	8	4	369	356	15	102	234	5844	46784	158270	2080599	49776y09	ERS1140275
50517y09	GA	0.12	2009	23a		338	7	13	8	6	1	6	8	4	332	312	15	102	244	6811	54089	114505	2125107	50517y09	ERS1140289
58785Y12	GA	0.25	2012	23a		338	7	13	8	6	1	6	8	4	201	177	15	105	1242	11683	46090	162787	2068046	58785Y12	ERS1140310
59794Y12	GA	0.5	2012	23a		338	7	13	8	6	1	6	8	4	203	172	14	104	987	12191	45739	162785	2096998	59794Y12	ERS1140319
60188Y12	GA	0.5	2012	23a		338	7	13	8	6	1	6	8	4	137	132	10	101	609	16003	65630	162801	2112421	60188Y12	ERS1140335
60297Y12	GA	0.25	2012	23a		338	7	13	8	6	1	6	8	4	180	176	12	101	364	11922	58155	162795	2098334	60297Y12	ERS1140339
61447Y12	GA	0.25	2012	23a		338	7	13	8	6	1	6	8	4	158	152	8	100	423	13515	62664	240666	2054354	61447Y12	ERS1140367
62154Y12	MN	0.5	2012	23b	23b1	387	7	13	8	6	3	6	8	4	181	172	13	104	488	12502	51526	152240	2150344	62154Y12	ERS1140386
63105Y12	GA	0.5	2012	23a		338	7	13	8	6	1	6	8	4	129	123	11	100	738	17127	63566	162801	2106707	63105Y12	ERS1140423
63107Y12	GA	0.25	2012	23a		338	7	13	8	6	1	6	8	4	130	121	11	100	2141	17308	59642	215083	2094385	63107Y12	ERS1140424
63217Y12	TN	0.5	2012	23a		338	7	13	8	6	1	6	8	4	133	130	10	101	588	15853	74083	127989	2060982	63217Y12	ERS1140431
63219Y12	TN	0.25	2012	23a		10469	7	2	29	6	1	6	8	4	199	172	9	102	352	12333	82580	162785	2121390	63219Y12	ERS1140432
63874Y13	GA	0.5	2013	23a		338	7	13	8	6	1	6	8	4	141	137	9	101	387	15440	69596	216161	2115325	63874Y13	ERS1140456
64300Y13	GA	0.25	2013	23a		338	7	13	8	6	1	6	8	4	149	139	10	101	494	14926	64838	215948	2074821	64300Y13	ERS1140478
64328Y12	TN	0.5	2012	23b	23b1	1349	18	13	8	6	3	6	8	4	151	142	10	103	512	14667	65712	250128	2082810	64328Y12	ERS1140482
64331Y12	TN	0.5	2012	23a		338	7	13	8	6	1	6	8	4	166	159	9	101	323	13056	63269	203579	2075973	64331Y12	ERS1140483
64671y13	MD	0.5	2013	23a		338	7	13	8	6	1	6	8	4	129	122	9	100	972	17274	65436	208899	2107508	64671y13	ERS1140501
64699y13	MD	0.5	2013	23a		338	7	13	8	6	1	6	8	4	151	143	12	109	768	14787	58165	163251	2114589	64699y13	ERS1140505
64877Y13	TN	0.25	2013	23a		338	7	13	8	6	1	6	8	4	149	145	12	102	752	14454	58155	215080	2095853	64877Y13	ERS1140519
64885Y13	TN	0.5	2013	23a		338	7	13	8	6	1	6	8	4	153	142	11	101	598	14909	65458	163124	2117160	64885Y13	ERS1140520
65201Y13	MN	0.25	2013	23a		11860	7	13	8	6	32	6	8	4	128	120	11	101	1580	17507	62547	162097	2100905	65201Y13	ERS1140537
65646Y13	MD	0.5	2013	23a		338	7	13	8	6	1	6	8	4	180	173	13	100	359	11979	56687	137294	2072458	65646Y13	ERS1140549
65674Y13	MD	0.5	2013	23a		338	7	13	8	6	1	6	8	4	210	202	12	106	497	10617	56576	215277	2144806	65674Y13	ERS1140554
65790y13	TN	0.5	2013	23a		338	7	13	8	6	1	6	8	4	134	133	9	109	647	15897	63260	204288	2114373	65790y13	ERS1140565
65955Y13	MN	0.5	2013	23a		338	7	13	8	6	1	6	8	4	161	154	12	102	572	13733	58167	162801	2114893	65955Y13	ERS1140570
66030Y13	MN	0.25	2013	23b	23b1	1349	18	13	8	6	3	6	8	4	118	111	9	100	727	19029	77434	344888	2112221	66030Y13	ERS1140582
66042Y13	MN	0.5	2013	23a		338	7	13	8	6	1	6	8	4	132	131	11	102	656	15834	61217	215391	2074280	66042Y13	ERS1140587
66067Y13	MN	0.25	2013	23b	23b1	4534	18	13	8	6	3	6	14	4	152	143	9	100	563	14364	68228	335184	2054157	66067Y13	ERS1140590
66237y13	MD	0.5	2013	23a		338	7	13	8	6	1	6	8	4	306	279	13	100	231	7505	57263	116218	2093950	66237y13	ERS1140599
66269Y13	MD	0.25	2013	15c		8300	7	13	8	6	25	20	8	4	141	135	11	103	1685	15430	61502	179498	2083087	66269Y13	ERS1140605
67152Y13	TN	0.5	2013	23a		338	7	13	8	6	1	6	8	4	220	200	11	102	315	10604	59705	158508	2120984	67152Y13	ERS1140629
1559	NM	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	194	170	11	100	820	12575	46127	271488	2137830	1559	ERS1139791
2223	NY	0.5	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	201	177	12	102	483	11968	56480	153374	2118450	2223	ERS1139906
8537	GA	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	205	178	13	100	1764	12005	45979	247289	2136994	8537	ERS1140644
21032Y09	NY	2	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	123	115	10	100	2094	18568	59706	294015	2135371	21032Y09	ERS1139817
21852Y09	CO	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	588	586	10	100	257	3860	61548	293928	2262226	21852Y09	ERS1139877
21880Y09	CO	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	169	167	10	109	436	12773	59706	293075	2133129	21880Y09	ERS1139880
21881Y09	CO	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	268	255	10	100	257	8425	58278	356859	2148543	21881Y09	ERS1139881
21884Y09	CO	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	164	162	11	101	506	13194	59706	315196	2137495	21884Y09	ERS1139882
22418y09	NM	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	222	213	12	102	361	10069	53589	194747	2144731	22418y09	ERS1139916
22937y09	TN	0.12	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	156	142	10	101	592	14999	62913	315211	2129946	22937y09	ERS1139943
23630y09	CO	0.12	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	386	362	12	100	237	6082	59458	161031	2201742	23630y09	ERS1139963
27979Y12	MD	0.12	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	230	210	16	104	784	10129	34800	169703	2127285	27979Y12	ERS1139975
28129Y12	TN	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	206	179	12	107	675	11845	59890	177071	2120278	28129Y12	ERS1139983
28389Y12	CO	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	124	122	9	101	2150	17499	62525	374600	2134892	28389Y12	ERS1140003
28483Y12	NM	0.12	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	166	163	9	100	629	13016	63019	383766	2121711	28483Y12	ERS1140010
28713Y12	CA	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	178	154	11	107	1084	13629	51302	289970	2098952	28713Y12	ERS1140032
28943Y12	TN	0.12	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	149	143	10	101	936	14978	58827	294654	2141868	28943Y12	ERS1140056
29082Y12	NM	0.12	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	151	148	9	100	785	14465	60595	374652	2140933	29082Y12	ERS1140073
29233Y12	NM	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	216	211	10	101	418	10218	59706	373802	2156163	29233Y12	ERS1140089
29248Y12	OR	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	169	167	13	108	620	12760	55920	194853	2130942	29248Y12	ERS1140090
29259Y12	CO	0.12	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	148	146	10	101	571	14632	60432	294646	2136345	29259Y12	ERS1140091
29883Y12	CT	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	239	237	11	100	343	9095	55180	215183	2155648	29883Y12	ERS1140139
30053y13	OR	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	145	136	9	101	689	15131	64058	383778	2057827	30053y13	ERS1140158
30121y13	NM	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	196	189	9	101	418	11422	61007	314999	2158870	30121y13	ERS1140164
3622Y13	GA	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	260	230	19	101	575	9213	39872	103923	2119070	3622Y13	ERS1140214
46934Y09	GA	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	129	125	9	101	1313	17076	69572	293484	2134524	46934Y09	ERS1140235
47428Y09	GA	0.12	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	115	109	11	100	1415	19486	61078	294015	2124062	47428Y09	ERS1140242
47522y09	GA	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	133	125	10	101	641	16771	60946	315491	2096407	47522y09	ERS1140245
47972y09	GA	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	139	132	10	100	751	16165	58674	374460	2133905	47972y09	ERS1140246
47973y09	GA	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	139	134	10	101	745	15934	63121	374504	2135207	47973y09	ERS1140247
48906Y09	GA	0.25	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	127	122	9	100	1414	17488	64706	293928	2133646	48906Y09	ERS1140267
49496y09	NM	0.12	2009	23b	23b1	1373	7	43	8	6	25	6	8	5	169	161	11	101	744	13283	50839	320087	2138587	49496y09	ERS1140270
50050y09	CO	0.12	2009	23b	23b1	9380	7	43	8	18	25	19	8	5	154	150	9	100	1056	14401	61471	329525	2160183	50050y09	ERS1140277
5399Y13	TN	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	219	187	13	100	524	11403	45701	271657	2132481	5399Y13	ERS1140305
61067Y12	GA	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	159	157	10	101	494	13668	59390	319839	2145933	61067Y12	ERS1140358
62144Y12	MN	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	133	128	8	100	679	16676	61471	373753	2134546	62144Y12	ERS1140384
62400Y12	GA	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	250	241	27	102	1751	8834	25939	91137	2129091	62400Y12	ERS1140390
62423Y12	TN	0.12	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	181	174	14	102	1235	12444	50352	149863	2165373	62423Y12	ERS1140393
62425Y12	TN	0.12	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	163	161	14	101	800	13262	52028	142826	2135249	62425Y12	ERS1140395
62430Y12	TN	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	179	174	8	102	557	12594	56576	383620	2191467	62430Y12	ERS1140397
62446Y12	GA	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	145	139	9	105	706	15376	60637	315196	2137397	62446Y12	ERS1140398
63234Y12	TN	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	160	150	10	108	611	14202	59583	315106	2130440	63234Y12	ERS1140435
63239Y12	TN	0.12	2012	23b	23b1	11869	164	43	8	6	25	6	8	5	333	303	16	101	240	7131	41926	164909	2160696	63239Y12	ERS1140437
63623Y13	GA	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	143	134	11	101	1084	15883	60567	271771	2128366	63623Y13	ERS1140452
63629Y13	GA	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	201	199	10	108	298	10628	62463	215188	2115082	63629Y13	ERS1140453
63947Y13	GA	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	209	205	11	102	367	10319	60046	232888	2115477	63947Y13	ERS1140460
63952Y13	GA	0.12	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	153	146	9	101	481	14584	62653	320772	2129380	63952Y13	ERS1140461
64017Y12	MN	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	143	142	9	101	1010	15099	60438	374532	2144152	64017Y12	ERS1140469
64437y13	GA	0.12	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	156	147	9	101	467	14556	60769	315136	2139753	64437y13	ERS1140489
64507y13	GA	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	168	163	12	100	521	13296	58167	271636	2167272	64507y13	ERS1140493
64508y13	GA	0.25	2013	23b	23b1	11868	52	43	8	6	25	6	8	5	181	174	10	109	444	12406	56698	373731	2158804	64508y13	ERS1140494
64901Y13	GA	0.25	2013	23b	23b1	11868	52	43	8	6	25	6	8	5	351	345	11	101	332	6440	59788	338181	2221963	64901Y13	ERS1140523
64947Y13	GA	0.12	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	151	144	10	101	610	14822	62304	253246	2134492	64947Y13	ERS1140525
65069Y13	GA	0.12	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	183	181	11	101	410	11976	58278	198967	2167701	65069Y13	ERS1140526
65709Y13	GA	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	440	396	14	100	197	5386	50351	144028	2132982	65709Y13	ERS1140558
65712Y13	GA	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	227	215	10	103	337	9978	60828	315267	2145387	65712Y13	ERS1140560
66009Y13	MN	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	157	151	10	101	487	14105	64618	236676	2129965	66009Y13	ERS1140577
66057Y13	MN	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	143	136	9	105	819	15434	62845	315331	2099068	66057Y13	ERS1140588
69470Y13	MN	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	158	155	11	102	571	13762	58278	315250	2133240	69470Y13	ERS1140642
9809Y13	CA	0.25	2013	23b	23b1	1373	7	43	8	6	25	6	8	5	269	237	16	103	794	9152	43531	156933	2169169	9809Y13	ERS1140645
9817Y12	GA	0.25	2012	23b	23b1	1373	7	43	8	6	25	6	8	5	335	285	20	101	375	7691	34587	126794	2192193	9817Y12	ERS1140646
21417y09	TN	0.5	2009	15c		3280	7	13	23	6	25	6	14	6	243	237	11	107	364	9021	65892	194447	2138194	21417y09	ERS1139847
22383y09	TN	0.5	2009	15c		3280	7	13	23	6	25	6	14	6	200	191	14	101	560	11006	50707	120485	2102295	22383y09	ERS1139913
22663y09	NM	1	2009	15c		3280	7	13	23	6	25	6	14	6	168	163	11	100	460	12900	64583	231224	2102817	22663y09	ERS1139926
28179Y12	NY	0.25	2012	15c		3280	7	13	23	6	25	6	14	6	237	198	13	101	460	10572	50063	171953	2093418	28179Y12	ERS1139991
28477Y12	NM	0.5	2012	15c		7479	7	13	4	6	25	6	14	6	193	187	13	100	805	11238	50339	180916	2101676	28477Y12	ERS1140009
28584Y12	CO	0.25	2012	15c		7479	7	13	4	6	25	6	14	6	232	197	13	101	404	10654	59910	158439	2098857	28584Y12	ERS1140020
28598Y12	CO	0.5	2012	15c		3280	7	13	23	6	25	6	14	6	215	185	11	100	430	11350	58700	218727	2099850	28598Y12	ERS1140021
28764Y12	TN	0.5	2012	15c		7479	7	13	4	6	25	6	14	6	173	168	13	107	555	12511	50455	180955	2101891	28764Y12	ERS1140039
28779Y12	TN	0.5	2012	15c		7479	7	13	4	6	25	6	14	6	203	201	18	108	1485	10472	34700	107718	2104895	28779Y12	ERS1140042
29113Y12	TN	0.5	2012	15c		10161	7	13	23	6	25	128	14	6	152	144	10	102	818	14590	67472	179506	2101023	29113Y12	ERS1140075
29173Y12	TN	0.5	2012	15c		3280	7	13	23	6	25	6	14	6	154	149	10	102	544	13989	68526	217709	2084485	29173Y12	ERS1140082
29231Y12	NM	0.25	2012	15c		7479	7	13	4	6	25	6	14	6	186	180	11	104	392	11798	68706	181977	2123791	29231Y12	ERS1140088
29313Y12	NM	0.5	2012	21		3280	7	13	23	6	25	6	14	6	131	127	10	103	967	16542	71067	176792	2100884	29313Y12	ERS1140094
29424Y12	NY	0.25	2012	15c		7479	7	13	4	6	25	6	14	6	153	151	12	101	741	13947	60649	180923	2106124	29424Y12	ERS1140106
29704Y13	NM	0.25	2013	15c		10161	7	13	23	6	25	128	14	6	161	155	11	101	464	13610	66350	194295	2109691	29704Y13	ERS1140124
29892Y13	NY	0.5	2013	15c		3280	7	13	23	6	25	6	14	6	185	182	10	108	315	11575	71106	217767	2106708	29892Y13	ERS1140144
30170Y13	CT	0.5	2013	15b		7479	7	13	4	6	25	6	14	6	167	163	12	113	830	13140	57424	175328	2141957	30170Y13	ERS1140173
30413Y13	CT	0.5	2013	15c		3280	7	13	23	6	25	6	14	6	120	118	10	103	865	17798	71112	237856	2100204	30413Y13	ERS1140195
